Date,Month,Buying_Discounted_CF,Renting_Discounted_CF,Buying_Cumulative_NPV,Renting_Cumulative_NPV,Buying_Net_CF,Renting_Net_CF
2034-03-31,101,-1315.566883597353,-1565.5435066934594,-186315.06926490532,-392782.4144553334,-1824.1368918684818,-2170.7491287525727
2034-04-30,102,-1313.3048391842049,-1568.8259410333903,-187628.37410408954,-394351.2403963668,-1826.9618709041922,-2182.4218497007914
2034-05-31,103,-1311.0435495769116,-1572.1099488196442,-188939.41765366646,-395923.3503451864,-1829.7868499399062,-2194.1499288396662
2034-06-30,104,-1308.7830339347388,-1575.3953554073655,-190248.2006876012,-397498.7457005938,-1832.6118289756228,-2205.9333661691976
2034-07-31,105,-1306.52331128388,-1578.6819876970237,-191554.72399888508,-399077.42768829083,-1835.4368080113409,-2217.772161689385
2034-08-31,106,-1304.2644005181219,-1581.9696741248097,-192858.9883994032,-400659.3973624157,-1838.2617870470608,-2229.666315400229
2034-09-30,107,-1302.006320399503,-1585.2582446530832,-194160.9947198027,-402244.65560706874,-1841.0867660827817,-2241.615827301729
2034-10-31,108,-1299.7490895589765,-1588.5475307608713,-195460.74380936168,-403833.2031378296,-1843.9117451185036,-2253.620697393885
2034-11-30,109,-1297.4927264970613,-1591.8373654344143,-196758.23653585874,-405425.04050326406,-1846.7367241542263,-2265.680925676698
2034-12-31,110,-1295.237249584498,-1595.1275831577652,-198053.47378544323,-407020.1680864218,-1849.5617031899496,-2277.7965121501666
2035-01-31,111,-1292.9826770628986,-1598.418019903438,-199346.45646250612,-408618.58610632527,-1852.3866822256737,-2289.967456814292
2035-02-28,112,-1290.7290270453914,-1601.7085131231026,-200637.1854895515,-410220.29461944837,-1855.2116612613977,-2302.193759669073
2035-03-31,113,-1288.4763175172686,-1604.9989017383327,-201925.66180706877,-411825.2935211867,-1858.0366402971226,-2314.4754207145106
2035-04-30,114,-1286.2245663366239,-1608.2890261314021,-203211.8863734054,-413433.5825473181,-1860.8616193328469,-2326.8124399506046
2035-05-31,115,-1283.9737912349954,-1611.5787281361265,-204495.86016464038,-415045.1612754542,-1863.6865983685718,-2339.2048173773546
2035-06-30,116,-1281.7240098179975,-1614.867851028759,-205777.58417445837,-416660.02912648296,-1866.5115774042968,-2351.652552994761
2035-07-31,117,-1279.4752395659561,-1618.1562395189292,-207057.05941402432,-418278.1853660019,-1869.3365564400224,-2364.155646802824
2035-08-31,118,-1277.2274978345379,-1621.4437397406336,-208334.28691185886,-419899.62910574256,-1872.1615354757473,-2376.7140988015426
2035-09-30,119,-1274.980801855378,-1624.7301992432726,-209609.26771371425,-421524.3593049858,-1874.9865145114727,-2389.327908990918
2035-10-31,120,116942.02416507341,331693.87590150855,-92667.24354864084,-89830.48340347724,-1877.8114935471979,-2401.9970773709492
