Date,forecast,lower,upper
2034-12-31,6.126605854517011,-0.22339357027316709,12.476605279307188
2035-01-31,6.1266058549619435,-0.25384306531203915,12.507054775235925
2035-02-28,6.12660585475202,-0.2841479352945546,12.537359644798595
2035-03-31,6.126605854402148,-0.31431022089083793,12.567521929695133
2035-04-30,6.126605854538462,-0.34433191531674723,12.597543624393671
2035-05-31,6.126605854703856,-0.37421496683166744,12.627426676239379
2035-06-30,6.1266058547065825,-0.4039612788646574,12.657172988277821
2035-07-31,6.126605854529375,-0.433572711519874,12.686784420578624
2035-08-31,6.126605854288553,-0.46305108297480224,12.716262791551909
2035-09-30,6.126605853861436,-0.49239817115578344,12.745609878878657
2035-10-31,6.126605853682411,-0.5216157141931106,12.774827421557932
2035-11-30,6.126605853652421,-0.5507054127134312,12.803917120018273
2035-12-31,6.126605853593352,-0.5796689305403433,12.832880637727047
