Date,Month,Buying_Wealth,Renting_Wealth,Wealth_Difference,Buying_Equity,Buying_CumulativeCosts,Renting_InvestmentValue,Renting_CumulativeRent
2035-04-30,114,-68850.76977514438,276285.2945678743,345136.0643430187,167079.81456948642,235930.5843446308,475429.24914188136,199143.95457400705
2035-05-31,115,-69495.08573894275,276634.2358465701,346129.32158551284,168299.18520405662,237794.27094299937,478117.3952379545,201483.1593913844
2035-06-30,116,-70140.92296583764,276985.9285584983,347126.8515243359,169519.85955456604,239660.78252040368,480820.7405028774,203834.81194437915
2035-07-31,117,-70788.2746789873,277340.4032837785,348128.6779627658,170741.8443978564,241530.1190768437,483539.3708749605,206198.96759118198
2035-08-31,118,-71437.13406632325,277697.6910884385,349134.8251547618,171965.1465459962,243402.28061231945,486273.372778422,208575.68168998352
2035-09-30,119,-72087.4942803673,278057.82352716074,350145.3178075281,173189.7728464636,245277.2671268309,489022.83312613517,210965.00959897443
2035-10-31,120,-72739.34843804731,278420.8326460458,351160.18108409306,174415.7301823308,247155.0786203781,491787.83932239114,213367.00667634537
2035-11-30,121,-73149.87899483024,278786.87070715765,351936.7497019879,175886.54636740775,249036.425362238,494568.4792656778,215781.60855852012
2035-12-31,122,-73557.6740723514,279155.9599605558,352713.6340329072,177363.64768905606,250921.32176140745,497364.8413514739,218208.8813909181
2036-01-31,123,-73962.72101194461,279528.12280899315,353490.8438209378,178847.0612736671,252809.7822856117,500177.01447505894,220648.89166606579
2036-02-29,124,-74365.0070955035,279903.381808921,354268.3889044245,180336.8143660401,254701.82146154362,503005.0880343392,223101.70622541817
2036-03-31,125,-74764.51954519856,280281.7596715002,355046.2792166987,181832.93432990558,256597.45387510414,505849.15193269,225567.39226118982
2036-04-30,126,-75161.24552319251,280663.27926361747,355824.52478681,183335.448648451,258496.69417164352,508709.2965818131,228046.01731819558
2036-05-31,127,-75555.1721313546,281047.9636089104,356603.135740265,184844.3849248491,260399.5570562037,511585.6129046112,230537.64929570083
2036-06-30,128,-75946.28641097358,281435.8358887973,357382.1222997709,186359.77088278788,262306.05729376146,514478.1923380788,233042.35644928153
2036-07-31,129,-76334.57534246898,281826.9194435136,358161.4947859826,187881.63436700398,264216.20970947295,517387.1268362077,235560.20739269405
2036-08-31,130,-76720.02584510137,282221.2377731569,358941.2636182583,189410.0033438174,266130.02918891876,520312.50887291157,238091.27109975467
2036-09-30,131,-77102.6247766806,282618.8145387355,359721.4393154161,190944.90590166964,268047.53067835025,523254.43144496466,240635.61690622917
2036-10-31,132,-77482.35893327359,283019.6735632264,360502.0324965,192486.37025166326,269968.72918493685,526212.9880749586,243193.31451173214
2036-11-30,133,-77859.21504890965,283423.8388326389,361283.0538815486,194034.42472810467,271893.6397770143,529188.2728142752,245764.43398163628
2036-12-31,134,-78233.17979528534,283831.3344970852,362064.5142923705,195589.09778904886,273822.2775843342,532180.3802460771,248349.04574899186
2037-01-31,135,-78604.23978146719,284242.18487185694,362846.4246533241,197150.41801684664,275754.6577983138,535189.4054883131,250947.22061645612
2037-02-28,136,-78972.38155359321,284656.41443851014,363628.79599210335,198718.41411869478,277690.795672288,538215.444196743,253559.02975823282
2037-03-31,137,-79337.59159457328,285074.04784595635,364411.63944052963,200293.1149271878,279630.7065217611,541258.5925679783,256184.54472202196
2037-04-30,138,-79699.85632378765,285495.1099115601,365194.96623534773,201874.54940087302,281574.40572466067,544318.9473425399,258823.83743097982
2037-05-31,139,-80059.16209678398,285919.6256222449,365978.7877190289,203462.74662480765,283521.90872159164,547396.6058079341,261476.98018568917
2037-06-30,140,-80415.49520497341,286347.62013560435,366763.1153405778,205057.7358111186,285473.231016092,550491.6658017442,264144.04566613986
2037-07-31,141,-80768.84187532472,286779.1187810224,367547.9606563471,206659.54629956442,287428.38817488914,553604.2257147422,266825.1069337198
2037-08-31,142,-81119.18827005703,287214.14706079883,368333.33533085586,208268.20755810046,289387.3958281575,556734.3844940154,269520.23743321653
2037-09-30,143,-81466.52048633125,287652.7306512832,369119.2511376144,209883.74918344582,291350.2696697771,559882.2416461121,272229.5109948289
2037-10-31,144,-81810.82455593982,288094.8954040157,369905.71995995555,211506.20090165333,293317.02545759315,563047.8972402056,274953.0018361898
2037-11-30,145,-82152.08644499505,288540.6673468753,370692.7537918703,213135.5925686819,295287.67901367694,566231.4519112746,277690.7845643993
2037-12-31,146,-82490.29205361614,288990.0726852343,371480.36473885045,214771.95417097135,297262.2462245875,569433.0068633024,280442.9341780681
2038-01-31,147,-82825.4272156141,289443.13780312246,372268.5650187365,216415.31582602023,299240.7430416343,572652.663872495,283209.5260693725
2038-02-28,148,-83157.47769817588,289899.8892643957,373057.36696257157,218065.70778296562,301223.1854811415,575890.5252905149,285990.63602611923
2038-03-31,149,-83486.42920154653,290360.3538139147,373846.78301546123,219723.160423166,303209.58962471253,579146.6940477367,288786.340233822
2038-04-30,150,-83812.26735870994,290824.55837872956,374636.8257374395,221387.7042607866,305199.97161949653,582421.2736565177,291596.7152777882
2038-05-31,151,-84134.97773506795,291292.53006927256,375427.5078043405,223059.36994338728,307194.34767845523,585714.3682144894,294421.83814521687
2038-06-30,152,-84454.5458281181,291764.29618055833,376218.84200867644,224738.18825251324,309192.73408063134,589026.0824078664,297261.78622730804
2038-07-31,153,-84770.9570671297,292239.8841933918,377010.84126052144,226424.1901042882,311195.1471714179,592356.5215147742,300116.6373213824
2038-08-31,154,-85084.19681281818,292719.3217755836,377803.5185884018,228117.40655001032,313201.6033628285,595705.7914085963,302986.4696330127
2038-09-30,155,-85394.25035701826,293202.636783174,378596.88714019227,229817.86877675087,315212.1191337691,599073.9985613399,305871.3617781659
