Date,Month,Buying_Discounted_CF,Renting_Discounted_CF,Buying_Cumulative_NPV,Renting_Cumulative_NPV,Buying_Net_CF,Renting_Net_CF
2033-12-31,98,-1220.3420277395408,-1272.8734348295295,-184998.42684534728,-377548.561849845,-1675.5898759862491,-1747.7180924128688
2034-01-31,99,-1217.4082545832478,-1271.9756140254879,-186215.83509993053,-378820.5374638705,-1677.0339184520349,-1752.2028786430656
2034-02-28,100,-1214.4806339224667,-1271.0700995278146,-187430.315733853,-380091.6075633983,-1678.4779609178206,-1756.6876648732623
2034-03-31,101,-1211.559156842783,-1270.1569511060236,-188641.8748906958,-381361.76451450435,-1679.9220033836064,-1761.172451103459
2034-04-30,102,-1208.6438144224499,-1269.236228221485,-189850.51870511824,-382631.0007427258,-1681.366045849392,-1765.6572373336558
2034-05-31,103,-1205.7345977325303,-1268.307990028799,-191056.25330285076,-383899.30873275455,-1682.8100883151778,-1770.1420235638525
2034-06-30,104,-1202.8314978370402,-1267.3722953771664,-192259.0848006878,-385166.68102813174,-1684.2541307809638,-1774.6268097940492
2034-07-31,105,-1199.934505793088,-1266.4292028117507,-193459.01930648088,-386433.11023094354,-1685.6981732467495,-1779.111596024246
2034-08-31,106,-1197.0436126510158,-1265.4787705750352,-194656.0629191319,-387698.58900151856,-1687.1422157125355,-1783.5963822544427
2034-09-30,107,-1194.1588094545386,-1264.5210566081762,-195850.22172858642,-388963.11005812674,-1688.5862581783213,-1788.0811684846394
2034-10-31,108,-1191.2800872408839,-1263.5561185523495,-197041.5018158273,-390226.6661766791,-1690.030300644107,-1792.5659547148362
2034-11-30,109,-1188.4074370409264,-1262.5840137500895,-198229.90925286824,-391489.25019042916,-1691.4743431098927,-1797.0507409450329
2034-12-31,110,-1185.5408498793283,-1261.6047992466254,-199415.45010274756,-392750.8549896758,-1692.9183855756787,-1801.5355271752296
2035-01-31,111,-1182.680316774673,-1260.618531791212,-200598.13041952223,-394011.47352146695,-1694.3624280414642,-1806.0203134054264
2035-02-28,112,-1179.825828739602,-1259.6252678384517,-201777.95624826185,-395271.0987893054,-1695.8064705072502,-1810.505099635623
2035-03-31,113,-1176.9773767809477,-1258.625063549615,-202954.9336250428,-396529.72385285504,-1697.250512973036,-1814.9898858658198
2035-04-30,114,-1174.134951899868,-1257.6179747939525,-204129.06857694266,-397787.341827649,-1698.6945554388217,-1819.4746720960165
2035-05-31,115,-1171.2985450919793,-1256.6040571500037,-205300.36712203463,-399043.945884799,-1700.1385979046074,-1823.9594583262133
2035-06-30,116,-1168.468147347488,-1255.5833659068983,-206468.8352693821,-400299.52925070585,-1701.5826403703932,-1828.44424455641
2035-07-31,117,-1165.6437496513208,-1254.5559560656538,-207634.47901903343,-401554.0852067715,-1703.026682836179,-1832.9290307866067
2035-08-31,118,-1162.8253429832575,-1253.5218823404678,-208797.3043620167,-402807.607089112,-1704.4707253019646,-1837.4138170168035
2035-09-30,119,-1160.0129183180586,-1252.4811991600018,-209957.31728033477,-404060.08828827203,-1705.9147677677508,-1841.8986032470002
2035-10-31,120,121708.69607842571,332070.4574078226,-88248.62120190906,-71989.6308804494,-1707.3588102335366,-1846.383389477197
